post_id,sentence,true_label,logits
1179004417309323264_twitter,asexual aromantic and agender are a part of the lgbtq community you morons,normal,[-0.1317628   0.25596848  0.38003615]
1178850274359861252_twitter,imagine if i i mean my friend does start liking this person right after rejecting them what a typical dyke move that would be 😃,normal,[-0.6685328   0.8959137   0.44949374]
1179014958367031298_twitter,laughed at i have been disrespected by all of my peers and have had to stop being myself and talking about them a couple of times because apparently they were not good ugly ching chong chang excuse me wtf i m done with everyone stupid comments about what i love,offensive,[0.08096056 0.0469842  0.29740188]
25708251_gab,twatter does not like muzrat either,hatespeech,[-0.5236143   0.61001503  0.44882333]
1179091363725361152_twitter,in the antebellum u a white person just sold a black person grandchild,normal,[-0.5436795  0.9494916  0.2392447]
1179016859686985728_twitter,<user> here i think about how black women threatened to rescind support to black male victims of gun violence because they felt the support was not being reciprocated could someone argue that this is further evidence of an attempt to break free from being the savior,normal,[-0.7111461  1.0225896  0.3770782]
1179101617477619712_twitter,<user> funny guy,normal,[-1.3745036   1.8608413   0.60648596]
25559720_gab,massive muzrat espionage,hatespeech,[-0.41076115  0.76871     0.23037285]
1178750958718914561_twitter,i am glad you found some self respect but i am not gone acknowledge it because you already let musty nigga air yo club out and now you gotta child that half musty 🤦 🏽 ‍ ♂️,normal,[-0.23793802  0.42344618  0.48134893]
1178773716769087488_twitter,dyke call me c murda girl if you do not get the fuck,normal,[-0.7254024   1.1193024   0.29933095]
1179098848876257280_twitter,ahem so can anyone recommend any resources esp fun encouraging things on the internet for v soft queer trans men other trans masc people,normal,[-0.7051234   1.1106404   0.28425828]
3775928_gab,<user> i am a libertarian and i have never heard that before i am also alt right because you can not have a country without borders you can not have a free market with a welfare system you can not have peace and prosperity with dindus muzzies and wetbacks killing and stealing everything,hatespeech,[ 0.51626104 -0.42528355  0.20544675]
12812475_gab,maybe the muzzies and the trannies will step up if need be,hatespeech,[ 0.87694067 -0.7556246  -0.03718944]
1087834593204539392_twitter,a covington catholic a native american indian and a black hebrew israelite walk into a bar,normal,[-0.0206893   0.2278268   0.22444803]
1179102227887247360_twitter,somehow i wish i was the man with the white today 😅 god bless the trap niggas happy october,normal,[-0.61089844  0.9195131   0.3271233 ]
12023581_gab,a female kike is not a woman or a dame no one should ever reproduce with a jewess to avoid making more jews how is that jewess brave,hatespeech,[ 1.3829236 -1.3092401 -0.2344698]
1178285716796841986_twitter,but it more than that it really about people not accepting gays trans lesbians because if their religious beliefs for that reason it gives conservatives the cover of attacking free speech they are lying their ass off they do not want to not say faggot anymore,normal,[-0.24447244  0.19670236  0.6188562 ]
1179079483887951875_twitter,<user> does that include illegal aliens,normal,[-0.91004735  0.9022359   0.8569941 ]
20149987_gab,why the second greatest film ever produced after nigger kitty,hatespeech,[ 0.6901483  -0.6126401  -0.13615555]
25002103_gab,superman was written by a kike about his fantasy of smashing fascists kek just fyi,hatespeech,[ 1.478455  -1.4325716 -0.3384766]
25502005_gab,morning fag kike <user>,hatespeech,[ 1.657258   -1.5991374  -0.36618677]
1178713865925910529_twitter,dyke has historically been used against both lesbians and bisexual women people hurling slurs do not check what identifier an wlw uses and for a long time bisexuality and lesbianism were not differentiated within the lgbtq community therefore dyke is for all queer women,normal,[-0.37805015  0.7120224   0.22397026]
10651361_gab,pretty sure he fought the confederacy pretty sure your party uses lincolns name to endear coon black folks like <user> and <user> to your party while at the same time celebrating the people who fought him and killed him lol,hatespeech,[-0.4796961   0.8794692   0.26927865]
1178859098734907392_twitter,recovering from an intense anxiety attack after being harassed by a group of white trash people <happy> kind words pls,normal,[-0.67750424  0.8577742   0.41419137]
9648403_gab,oh so not only a sjw but a nigger lover on top,hatespeech,[ 0.9548593  -0.8704806  -0.22865772]
15062922_gab,the worthless nigger shot the trooper in the back several times with a rifle,hatespeech,[ 1.2435443  -1.2324542  -0.40293664]
1178839158506364929_twitter,<user> it means that they hate gay people but feel uncomfortable admitting so in front of a queer person,normal,[-1.0140461   1.32264     0.55652356]
14557895_gab,ya you really hurt my feelings what you had has a profound effect on me you must be a kike to think like this,hatespeech,[ 1.3156774  -1.2225091  -0.22991109]
1178514129763487744_twitter,sometimes when im with other queer asians i feel like im the only one who not white and straight also for similar reasons,normal,[-0.70748276  1.1410382   0.2966063 ]
27471577_gab,brits you should maybe storm the prison britainsbastile except leave the mudslimes in there,hatespeech,[0.01746845 0.12841009 0.3862197 ]
1179105744337211392_twitter,<user> <user> <user> <user> <user> <user> however for ados to now target black immigrants and distance themselves from the african entire damn content has been raped and pillaged struggle be it slavery or colonialism is disingenuous,normal,[-1.6084167  2.398986   0.5921537]
1179095288025403392_twitter,<user> <user> <user> <user> as if he afraid of a bunch of frail white boys who say mum instead of mom hahaha,normal,[-1.6392698  2.4696348  0.5492956]
14095649_gab,if they are seeking asylum from a terrible mussie country why then are they working so hard to turn these gracious countries into the very mussie countries they claim to be fleeing we all know that answer immediately,hatespeech,[-0.15758744  0.23428331  0.5102308 ]
25235815_gab,how do we instigate a war between japan and israel shinzo abe did not like the shoe desert the kike served him,hatespeech,[ 1.5524077  -1.5029788  -0.40886572]
1165449937028636673_twitter,why is a nazi getting <number> million subs what the fuck what the fuck you guys pewdiepie,normal,[-0.22369322  0.29601043  0.5763683 ]
1179098220217163780_twitter,<user> <user> <user> while i enjoyed the dmz comic i can not support brian wood the creator of said series after he was exposed for sexual harassment multiple times,normal,[-1.4127523   2.2110667   0.48282626]
1179097064573005824_twitter,<user> <user> <user> <user> till implementation lot of hindu sikh sindhi killed and raped why our indian secular gang mum,normal,[-1.3554678  2.055333   0.4921617]
17646564_gab,pedophilia promoted by mohammed piss be upon him perfect rolemodel for every moslem,offensive,[ 0.35859978 -0.14884673 -0.10728619]
1100433741338406912_twitter,if i think he thottin ima do it first i am gon call my side bitch we gon do the work 🥴,offensive,[-1.2662594  1.4042612  0.8433246]
1178899821392023552_twitter,<user> yeah that was dope,normal,[-1.1347802   1.5043555   0.57140106]
1178988938146521089_twitter,<user> looks more like white trailer trash,offensive,[-1.003444    0.87205607  1.0117345 ]
1117523131009204225_twitter,if she not bringing in da bag leave dat hoe,normal,[-1.0898043  0.8607313  1.2525936]
1178170242872283137_twitter,<number> years ago i do not believe the best of europeans anticipated the slave trade on the atlantic nor did they forsee the current pillaging of their hard work by the faggots now in some kind of power,hatespeech,[-0.05228895  0.06005173  0.42429337]
1178334905165651968_twitter,miss the chinaman in the hood yo,offensive,[-0.68512696  0.7534453   0.58734345]
1179000607387971587_twitter,instead of teaching girls not to be raped i think we should be teaching boys not to rape,normal,[-0.62400866  0.76116705  0.4370534 ]
1179044443921555456_twitter,<user> the homosexual alcoholic or self isolated homosexual,normal,[-0.95287424  1.3794298   0.36555383]
26342460_gab,good moslem if only we can get them to do this before wives squat out shitlings,hatespeech,[ 0.28799987  0.00554685 -0.15519652]
18920536_gab,note how the students mentioned in this article all have foreign names middle eastern african likely moslem yet the vast majority of rural uk is white british these are the people who need to commute often with poor rail bus services cities with good commuter services are full of immigrants,normal,[-0.23588303  0.3976242   0.3752217 ]
1177977240996499457_twitter,you niggas faggots putting you all hands on females,hatespeech,[-0.03110378 -0.1845258   0.7077124 ]
1178967473560915968_twitter,<user> did he say dis while jose was the coach hypocrites will kill all this our legends,normal,[-0.93989146  1.3451333   0.44895303]
1178771301248503809_twitter,<user> <user> preceded by poverty caused by socialism yes lots of countries have socialist aspects like canada but when they go full socialism that when they turn in to shithole countries,normal,[-0.76941144  1.0254699   0.544335  ]
25730290_gab,tfw how the daily stormer protects a spic like he some kind of god,hatespeech,[ 0.9294479  -0.9130942   0.16420966]
1179084285069930496_twitter,got told off in the butcher for asking for a welsh faggot apparently they are now called savoury ducks that explains why i was banned off facebook for the f word i used,normal,[ 0.44919518 -0.44678646  0.3874902 ]
1178588105164632064_twitter,you know niggers love pretty b*tches <censored> <censored> with ambition,offensive,[ 0.48484823 -0.29441845  0.02692571]
1178774072563511298_twitter,ayo paging dr faggot got me crying 😭 😭 😭 😭 😭 😭 😭,normal,[-0.5350042   0.69351053  0.6084237 ]
17552298_gab,jews got whites hooked on nigger culture,hatespeech,[ 1.0570903  -0.9991568  -0.15931368]
1178760797524238337_twitter,keep white ass off my tl you all make me sick,normal,[-0.77012986  1.1532501   0.2611733 ]
26551816_gab,look who introduced theresa may to phillip may always a connection as to why paki muslims have raped with impunity g4s protects the grooming gangs that why tommy robinson has been imprisoned always a link,hatespeech,[ 0.25113335 -0.20011328  0.30113912]
25160111_gab,why would any self respecting camel piss guzzling moslem give lurch the horseface the time of day,hatespeech,[ 0.49713993 -0.26560354 -0.08958525]
1178821614483447809_twitter,wow so that lil black girl was lying about them white boys cutting her dreads off,normal,[-0.8181126   1.2601656   0.27522227]
1188543871350984705_twitter,hate when females try so hard to be niggas,normal,[-0.89819497  1.2258098   0.39063698]
5505215_gab,counter muslim tactics by wrapping a woollen scarf around ones head with only the eyes uncovered and claiming to be a member of the ancient order of scarfies when approached by bank or airport staff if large numbers of us did this where masked muzzies exist it could be interesting,hatespeech,[ 0.451236   -0.34394068  0.15636694]
1179084969358086147_twitter,fems you all outchere fucking dykes that need half on the rent,offensive,[-0.16645297  0.3049658   0.34192967]
4015071_gab,i can barely go out into society anymore i basically just buy food from the beaner filled store pay all bills online then spend the day talking shit online like a coward what a life,hatespeech,[ 0.5954602  -0.49162656 -0.05773044]
20728328_gab,<number> ft tall beaner women still dispensing <number> beanlets per year each it ogre,hatespeech,[ 0.15339813  0.09684479 -0.07483589]
1179105664993509376_twitter,yall be getting raped molested out there huh 👀 well i suggested weapons self defense u knw 😊,normal,[-0.36821336  0.7260845   0.20909029]
13071649_gab,if britain closed its borders2day moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral homelands at <number> st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go,hatespeech,[0.04792747 0.2074496  0.04838002]
11800714_gab,<user> just told me he gained so much weight lately because of all of the nigger cum he been swallowing tmi vox i replied,offensive,[ 0.59374636 -0.41086793 -0.2003924 ]
1179030455644852224_twitter,tell us about yourself <number> pilandok <number> single single double double <number> johnny johnny yes papa <number> <number> <number> twitter <number> a oh crush para may clue ka na <number> tip <number> ching chong daw sabi ng teacher ko eh <number> alaws <number> alaws pa <number> irresponsible <date> <number> friends and family,normal,[-0.64617467  1.1288093   0.30291203]
18230837_gab,you are retarded and do not know what reply mean or are a shitty troller suck a bag of nigger dicks faggot,hatespeech,[ 1.2224555  -1.2326514   0.04770144]
1178733624486694917_twitter,if hopper is died you all niggers better count your fucking days <user>,normal,[ 0.3554993  -0.21121676  0.09608316]
1178903927737049088_twitter,facetuning yourself and not the bitch next to you in the photograph is a fucking hate crime,offensive,[-0.50401527  0.36435598  0.8373139 ]
1179001936844132354_twitter,<user> they are taught every day in every direction that we are the white devil nothings going to change get used to it sad,normal,[0.05932781 0.05039507 0.35841194]
1178818457112104962_twitter,<user> i fucking hate you,normal,[-0.82410306  1.2247974   0.24800697]
1179096040143646720_twitter,white people think cause they was raised by black people they can say nigga what,normal,[-1.1557839  1.596734   0.5355586]
18184820_gab,i love nigger cock adolf hitler,hatespeech,[ 0.7601607  -0.66388994 -0.28291276]
1179041331680690177_twitter,ind wv saw south africa women won the toss and decided to bowl first,normal,[-0.45407814  0.7294726   0.27406484]
1160744670361772034_twitter,<user> cause niggas do not respect lebron as the greatest to ever touch a basketball,normal,[-0.99349463  1.2991898   0.59634286]
23666339_gab,but moslem men and even children also get raped by moslem men,offensive,[ 0.25479153  0.07290803 -0.24227133]
1178899984038682625_twitter,women be so aggressive when they are horny,normal,[-0.7365331   0.80100346  0.7613706 ]
1178456104738725889_twitter,white supremacy is so mentally poisonous that a victim of it like <user> can dismiss it still irrationally focus on immigrants as a threat,normal,[-1.1310581  1.5937948  0.500974 ]
4326272_gab,joy ann reid is a bloviating niggress brood sow who does not know what the fuck hacking is,offensive,[-0.09846334  0.24469653  0.49325952]
13532804_gab,join the army andrew torba serve your country and not jew masters you faggot defend free speech with your life not your wallet kike loving piece of fuck,hatespeech,[ 1.2423997  -1.2209712   0.00452293]
22331692_gab,imagine unironically believing the high iq kike meme,hatespeech,[ 1.5413585 -1.5203707 -0.3072614]
13462408_gab,white people who have enough racial sense to avoid black areas for the obvious reasons still run around and act as though they can blindly trust jews to not lie to them and kike them over smdh,hatespeech,[ 1.0435295  -0.9527133  -0.16573426]
21836106_gab,mfw i m trying to write an important term paper and some affirmative action ass hole starts blasting nigger music outside the window,hatespeech,[ 1.009067   -0.9455847  -0.18301257]
1178415398728929285_twitter,<user> dear jews after trump is done with the immigrants who next being a white nationalist who would be his next victims certainly black and brown citizens what about asian indian jews muslims mediterranean you modern holocaust,normal,[-0.30674952  0.30554783  0.5276179 ]
19285275_gab,as far as im concerned if u watch the nfl u might as well just go ahead and find a nigger and suck it dick 😑,hatespeech,[ 0.92567974 -0.7739477  -0.16594967]
17593622_gab,billionaire cool still a fucking nigger,hatespeech,[ 1.0818533  -1.0415635  -0.21632978]
1178796149106515968_twitter,<user> <user> now you know why valerie planet of the apes jarrett and barack porch monkey obanger rented an apartment across the street on pennsylvania boulevard it called a wiretap,hatespeech,[-0.7898541   1.1681325   0.40449938]
1178795517855305730_twitter,so boring that this janitor has me blocked someone call this porch monkey to clean my mf toilet,hatespeech,[-1.0258315   1.4307748   0.45650023]
1178480705652826112_twitter,<user> <user> <user> <user> and you worship at the feet of a white supremacist impeach,normal,[-1.5798401   2.3376746   0.57107073]
1178983784529760256_twitter,<user> we knew from the beginning it was set up for that white bitch to win smfh 🙄 ru a coon,hatespeech,[-0.5354874   0.67436606  0.5629692 ]
1178666226702270464_twitter,<user> respect the based nigress 😤 he would be nothing without her,normal,[-0.76606184  1.0209553   0.45878637]
22149331_gab,matt hale sits in prison due to being framed by an informant edgar steele died in prison after being framed by an informant michael weaver was convicted by a jury on account of his political beliefs for defending himself from nigger carjackers,hatespeech,[ 0.57502556 -0.43214518 -0.06524367]
22932902_gab,when the lewdposter you follow reposts a series of naked sheboons,offensive,[-0.27578413  0.618823    0.19499445]
25233620_gab,i wuz tired of havin <number> pack of rib das nigger shit so i had <number>,normal,[ 1.0293059  -0.93078    -0.27727446]
17188614_gab,<number> years of inbreeding make their hasbara basically retarded it a kike thing,hatespeech,[ 1.468878   -1.3972733  -0.08543067]
1109327460984733696_twitter,bitches and burritos my fav combo,offensive,[-0.82315993  0.68893915  1.1754977 ]
1179006287981502465_twitter,leaders of refugee resettlement agencies refugees advocates political leaders will discuss the impact of the trump administration plan to cap refugee admissions at a record low <number> for the fiscal year that begins today,normal,[-0.79351664  1.158321    0.38760835]
1179105337292607491_twitter,<user> every single white person found dead in a ditch,normal,[-1.033215   1.4696798  0.458491 ]
1139185939408990213_twitter,cassie pregnant all the twitter niggas mad about it lmao you all niggas weirdos,normal,[-1.2522869   1.5765051   0.66925746]
1123884485081223169_twitter,that girl o jewa ke enged her way to twitter verification,normal,[-0.8544533  1.4195848  0.2814663]
1122915768600072193_twitter,<user> they just some hating hoes tho lol,offensive,[-0.63511634  0.3908279   1.2559143 ]
1178758526145089538_twitter,<user> reminds me of the god less spell checker guy demanding the deplatforming of some muslim fundies off bbc nightline some years ago only to then be free speech absolutest when it comes to white nationalists going on national tv they are full of hypocrisies,normal,[-0.5061687   0.8058426   0.38125873]
1179092454492049408_twitter,for the queer readers you deserve every adventure nina varela baby i already love u so much,normal,[-0.5439892   0.82306564  0.31110752]
23877736_gab,my goal on this site is expose the filthy disgusting hoodrat nigger bitch in all of her whoredom and debauchery stand by more truth coming,hatespeech,[ 1.4221375 -1.3466623 -0.3220862]
1179097570326523904_twitter,<user> is it on wattpad a bitch is broke to buy it lmao,normal,[-1.2465456  1.1604074  1.1505084]
1178975058422665217_twitter,suck my dick and call me a faggot,offensive,[-0.5794073   0.62229717  0.60522413]
1179075591871463424_twitter,<user> we dont have a coherent refugee policy when we have such high levels of poverty should state resources be expended on our own poor people instead of poor people who arent even our citizens,normal,[-0.7728291   1.13019     0.37429792]
21990566_gab,this kike is still alive wtf,hatespeech,[ 1.4342992  -1.4154685  -0.36643466]
1178694039287291906_twitter,<user> i wonder if a white person called tatum a nigger to his face would be just sit there and smile and nod,normal,[ 0.6626528  -0.48909575 -0.21770123]
1178859888191135744_twitter,the last thing i wanna do is get off work too a nigga with a attitude,normal,[-0.5387961   0.8468872   0.37032646]
3Z8UJEJOCZEG603II1EL4BE4QZH93Z_nf_4,then an older nigger wearing an apron dressed like a kitchen staff member and holding a small caliber revolver walks to the front door and locks it and says i am the new kang of charleston,hatespeech,[ 0.3899385  -0.23969202 -0.16891074]
1179011958823178240_twitter,clowns in this bitch,normal,[-1.2820443  0.8846342  1.5743102]
10880498_gab,be proud of your heritage no nigger could ever make this kind of art and no nigger will ever come close to being half the man as general robert e lee,normal,[ 1.1407862  -1.0782088  -0.31000352]
21467979_gab,i have been waiting for nigger music to die out as a fad for over a decade but it seems as if the problem is only getting worse,hatespeech,[ 0.73368984 -0.6327508  -0.22292447]
1178780835367002113_twitter,<user> do not you e girls have some way of contacting one another to make sure you do not get raped murdered beheaded,normal,[-0.29859847  0.4812836   0.30594653]
21835463_gab,oh look another buttmad alt right guy accusing me of being a kike because i was in the shield wall while he was crying about how my optics were bad hint try not mixing up national socialists with kikes it makes you look stupid,hatespeech,[ 0.57722294 -0.4343452  -0.02944683]
15414537_gab,there are c <number> million moslems in uk <percent> do not work <percent> were not born in uk <number> support moslem suicide bombers <number> are moslem jihadis moslems are nothing but a drain on uk taxpayers whilst we pay for moslems to kill us deport the lot moslems are the problem bluehand trump,hatespeech,[ 0.44107568 -0.28945434  0.03056575]
1178061567276896256_twitter,<user> <user> sikhs get called towel head by racists all the time to have someone from a sikh family do the same is ridiculous,normal,[-0.7675502   1.1352355   0.35287803]
15891136_gab,women should be ashamed of themselves for letting transgender lesbian man hating dykes speak for them shame on you,hatespeech,[-0.54892117  0.8074996   0.3603011 ]
1178379130804432896_twitter,thigh high black boots burberry all day bitches,normal,[-0.6795465  0.592698   0.9871847]
1143852094220193792_twitter,shes homophobic and transphobic and really rude,normal,[-1.1520139   1.56726     0.47131848]
1179019054402551808_twitter,also women from different countries do not fall for that white wash shit it not worth it i state this because <percent> of women from different places countries support people who do not fuck with or like them not saying to hate them but avoid conflicts or situations like that,normal,[-0.59100276  0.9457034   0.25119817]
1178837107458105345_twitter,why he can not get a hoe that work minus the crazy,offensive,[-1.1878064  1.1493465  1.0514966]
1178329565330132995_twitter,flying with a bottle of messina hof red in a suitcase full of white clothing we are about to find out how much karma has in store for me,normal,[-0.69330657  1.0327172   0.33382905]
1178658044852555778_twitter,<user> katie hopkins reports pakistani muslim man assaults white man is racist attack civil unrest as crime against english people from immigrants rises,normal,[-0.96926063  1.288024    0.54212403]
12361622_gab,yes moar fat sheboons telling us all what to do did not we get enough of this from <number> yrs of oprah,hatespeech,[-0.28282225  0.4771343   0.30573517]
10038094_gab,i do i do i love retarded conspiracies lol so damn fun,offensive,[-0.77901036  0.6621471   0.98418546]
10088571_gab,jews are the only enemy in the history of the world that resort to crying its anti semitic to resist my actions boo hoo,hatespeech,[-0.1730421   0.21503499  0.45694312]
10147319_gab,totalbiscuit mainly attacked sjws because they attacked him first in hysterical and extremely aggressive terms for looking into the quinnspiracy on his own and not <number> going along with the narrative he shares most of the sjws views on gender feminism etc but is slightly less retarded about it,offensive,[-0.25548902  0.09017363  1.0281769 ]
10155201_gab,lmfao heard about that i just about fell over from laughter i am sorry but if someone can get banned on twitter for off the reservation thought crimes then they can not sit there and bitch about another user regardless of who it is banning them,normal,[-0.73038006  0.8299675   0.61468136]
10172622_gab,those two were the first racist in the white house,offensive,[-0.53043073  0.6858503   0.39326283]
10348741_gab,have a nice day at work white man,offensive,[-0.7707991  1.2506047  0.2055972]
10362793_gab,<number> <number> president warren g harding signs the emergency quota act into law in <number> according to the new law annual immigration from any country cannot exceed <number> percent of the total number of u immigrants from that same country as recorded in the u census of <number>,normal,[-0.5817073   0.9058338   0.35103747]
10535083_gab,you mean more rapes and more sand niggers because that what you want sjw more curry niggers getting gibs killing whitey look at you you dirty race traitor curry nigger,hatespeech,[ 1.2840506  -1.2164922  -0.15447429]
10562250_gab,hex those faggots with your witch broom,hatespeech,[ 0.50414056 -0.54721177  0.37599006]
10592982_gab,so if the ghetto clans and angry dumb fems so come over with there muslum terrorist buddies that are equally great appearetly for whatever reason will this site cater to them because they do love a good upsetting it like a happening for them except is it different,offensive,[-0.02480106  0.08579239  0.51516664]
10600154_gab,i am sick of a <number> white country not killing niggers jews in the damn streets,hatespeech,[ 0.42427623 -0.5061307   0.36493596]
10600429_gab,the government needs to keep inspecting the places that towel heads worship cause they are bad places and whats going on with the cop killer that shot the white un armed woman,offensive,[ 0.32849643 -0.32696867  0.26878133]
10605240_gab,it seems that none of you are talking about reality tv so i understand why your pushed out now your not a custuoer of the ghetto filth and will rage after the storm join this site and get her german ass gangbamged because she loves white dick,offensive,[ 0.4983273 -0.5249779  0.3376413]
10647080_gab,yeah it a sad for in america when white supremacists start a violence protest,normal,[-0.9610533  1.4553521  0.3211238]
10659812_gab,that charlottesville violence is aweful for years the rightys refrained from violence while the islamic extremists and registered democrats perpetrated it more times than a guy can count on two hands it does not help em that anytime folks tries to assemble the leftys show up to egg people on,normal,[-0.41801342  0.7093782   0.24680766]
10665227_gab,idk about you but i think kimjongun is perhaps retarded no offense to retarded people northkorea,offensive,[-0.34019834  0.09614252  1.2337079 ]
10669626_gab,who were the utter fuckwits that thought nazi salutes nazi symbolism and yelling gas the kikes was a good idea way to let a legitimate protest be ambushed charlottesville,offensive,[ 0.4126006  -0.35482103  0.19871855]
10678202_gab,yup voluntarily associating with such folks is the most retarded marketing strategy i have ever seen,offensive,[-0.21690664  0.05201674  1.122734  ]
10682437_gab,<user> puppy no i was alone i am not a nazi white supremacist or any other type of person i am <number> southern i support traditional values and all things with southern culture i support anything that saves confederate monuments and history,offensive,[-0.840188    1.2294776   0.36464712]
10756657_gab,do not deny it wasn t a scary few days he did immediately blame both sides dems say not enough on mon he does not mention the violence of antifa blm only condemns kk white supremacists nazis the altright had the permit with zero police protection beaten maced an error on trumps part,normal,[-0.6843452   0.9704887   0.38853973]
1075942935194099712_twitter,<number> of american women are overweight or obese — what the hell is going on in our country,offensive,[-0.12416011  0.32269323  0.34439704]
1076653388232704000_twitter,a nigga have a baby on me i swear i ’ ll take out the whole family sorry not sorry 😋 🗡,hatespeech,[-0.84384555  1.3371724   0.32747814]
1076718387361968128_twitter,<user> whitebreads have no taste says wholewheat <number> st gen immigrant currently residing in the corporate capital of the world,offensive,[-0.69502497  0.99000055  0.40871075]
1077853_gab,tbtc take back the country toxic masculinity patriarchy harm men noxious femaleness and public slut posturing empower women neither feminism nor now could have pulled this off this is the doing of taxpayer supported state university system maga,offensive,[-0.26732242  0.38959312  0.45075062]
1078150006979350528_twitter,i ’ ll turn a dyke into a bike,offensive,[-0.27744308  0.35688853  0.41984275]
10783839_gab,ideally yes when push comes to shove id rather live in a white run city country we already know what a planet of apes scenario looks like baltimore chicago philly detroit and every suburban mall failing to shoo flies,hatespeech,[-0.05207501  0.15091671  0.3501741 ]
1078614497990983681_twitter,<user> so dickie durbin cares more for illegal aliens then about american children living on the streets typical libtard,offensive,[-0.61669165  0.66122174  0.5994402 ]
1078682709948620800_twitter,women love tellin she ’ half amp half i ’ ll tell you who is tho 😂 😭 😂 😭 😂,offensive,[-0.6507024   0.8875283   0.44260848]
1078868437902987265_twitter,<user> your the one left faggot the battle been over good night,offensive,[-0.07851823 -0.04392649  0.7460443 ]
1079092016158593024_twitter,arsenal is a fucking small club with a lot of noise makers called fans livars,offensive,[-0.29674184  0.573473    0.41872966]
1079097212024410118_twitter,when people have never had one real conversation with you but yet find <number> things to hate you about 🙄,normal,[-0.75443995  1.0282847   0.43079504]
1079100239183675392_twitter,instead of “ til death do us apart “ in islam we have “ til jannah unites us together “ and its the cutest thing ever,normal,[-0.5621506  0.8207024  0.3460329]
1079507754719559680_twitter,<user> where in new york was this taken white supremist nazi radical evangelical bigoted pos road rage waiting to happen,offensive,[-0.46166503  0.59013927  0.50003994]
1079795475560218626_twitter,<user> <user> treat the immigrants as drug traffickers they will soon have a change of mind 👍,offensive,[-1.1030828   1.3250954   0.76626647]
1080140826175594496_twitter,<user> button it then 😂 😂 😂 😂 😂 your boy is a fucking retard jose there a name for you lad,offensive,[-0.62856823  0.51416373  1.1552978 ]
1080448696486121472_twitter,<user> i am delighted peter sweden is as retarded as his twitter career suggests it ’ all very quaint and comfortable,offensive,[-0.7640071   0.77884483  0.85314006]
1080578011047571473_twitter,<user> <user> how can a refugee cross any border illegally asking for people who need help,offensive,[-1.3066201   1.9301747   0.49269858]
1081356390013095936_twitter,<user> this should be fun post colonial immigrant european america receiving their own medicine,normal,[-0.8439449  1.0663161  0.5451004]
1082098223949537280_twitter,<user> you ’ re a racist pos trying to spread hate violence and racism what the heck is wrong with you,normal,[-0.7669791  1.0361718  0.4551533]
1082144856229756928_twitter,<user> hux is literally gay and kylo is an ally,offensive,[-1.1500593   1.5141034   0.62697273]
1082260457396809728_twitter,<user> <user> please look at refugees iraqi in turkey they want home standwithiraqirefugees,normal,[-1.2928163  1.8195463  0.6080491]
10824649_gab,sucking all the msm dick eh curry nigger race traitor tell em how you are really an sjw who sides with sadiq khan mayor of londonstan and believe curries and sand niggers should steal whyte wymn and destroy the white race gabfam speakfreely tell em how you censor downvotes profitmonger,hatespeech,[ 1.1791363 -1.1028476 -0.2407912]
1082783411977150464_twitter,mfs really be cheatin on u w bitches who look up to u amp dat copy errything u do post,normal,[-0.53877795  0.50397766  0.9074841 ]
1082834219456516096_twitter,<user> rob my man i ’ m sorry but your a retarded pedo,offensive,[-0.7438163   0.53990906  1.2779921 ]
1084227944728408064_twitter,<user> <user> what you know you crisp selling prick house the refugees you keep on about you potato shagging cunt,offensive,[-0.9310728  1.2668564  0.5202204]
10842673_gab,all people deserve to believe in their heritage the line is crossed with violence and destruction for the only moral reason for govt to exist is the protection of rights property and person no more demonization,normal,[-0.48434398  0.8224847   0.23293176]
1086417563444232194_twitter,<user> let be honest multiculturalism is just a euphemism for hostile takeover by jews and non whites,hatespeech,[-0.09866951  0.12491362  0.42233497]
1086804965186830338_twitter,“ i don ’ t have to respect women i ’ m gay ” kevin,offensive,[-1.199036   1.2091544  1.0011114]
1087056935671586817_twitter,<user> the person who gave me my maga hat is a child of legal mexican immigrants,normal,[-1.2292687  1.4176166  0.8501006]
1087239631165419520_twitter,<user> it a refugees fault for ↔ sucking up all the oxygen ↔ thus my issues get ignored or minimized ↕ citizens before regugees ↕,offensive,[-0.82246095  1.241117    0.40527856]
1087977297284608003_twitter,i say what i want to say and do what i want to do there no in between people will either love you for it or hate you for it,normal,[-0.75599754  1.1945543   0.26285252]
1088243265210671104_twitter,you niggas is fake asl that ’ why you don ’ t see none round me,hatespeech,[-1.2288052  1.4203262  0.7685354]
10883257_gab,using gas lighting propaganda for you horrible white southerners meant nothing real,normal,[-0.9997036   1.2124913   0.65540093]
10888406_gab,pro tip the niggers do not care if you never owned slaves granddaddy fought the natzis or great great grandad ground the confederacy into dust with the boot heel of the proto bolshevik yankee gubment force of weight and arms behind it they hate you because you are white and you exist altright,hatespeech,[ 0.42100036 -0.34206384  0.12427596]
1089740628802584577_twitter,the next person that fucks me over family friend whoever gone feel me ‼️,offensive,[-1.224429   1.6650563  0.5486415]
10899016_gab,unpopularopinion i loathe the alt right but i believe in the <number> st amendment as long as it is not violence or incitement to violence the government has no right to infringe in speech also google and facebook i am moving on from you guys because of your intolerant crap,normal,[-0.5587304   0.82591015  0.34622344]
1089932353349140481_twitter,<user> forreal western countries are the only fucking places where immigrants expect shit to cater to them,offensive,[-0.6178658  0.6325589  0.7101965]
